route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
36-20573,2019DE-1BUSSA-Saturday-02,50189446,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189447,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189448,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189449,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189450,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189451,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189452,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189453,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189454,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189455,"RIVERBEND",0,5567770,360030
41-20573,2019DE-1BUSSA-Saturday-02,50189456,"ROUTE 41",0,5567771,410045
41-20573,2019DE-1BUSSA-Saturday-02,50189457,"ROUTE 41",0,5567771,410045
41-20573,2019DE-1BUSSA-Saturday-02,50189458,"ROUTE 41",0,5567771,410045
41-20573,2019DE-1BUSSA-Saturday-02,50189459,"ROUTE 41",0,5567771,410045
41-20573,2019DE-1BUSSA-Saturday-02,50189460,"ROUTE 41",0,5567771,410045
41-20573,2019DE-1BUSSA-Saturday-02,50189461,"ROUTE 41",0,5567771,410045
41-20573,2019DE-1BUSSA-Saturday-02,50189462,"ROUTE 41",0,5567771,410045
41-20573,2019DE-1BUSSA-Saturday-02,50189463,"ROUTE 41",0,5567771,410045
41-20573,2019DE-1BUSSA-Saturday-02,50189464,"ROUTE 41",0,5567771,410045
41-20573,2019DE-1BUSSA-Saturday-02,50189465,"ROUTE 41",0,5567771,410045
41-20573,2019DE-1BUSSA-Saturday-02,50189466,"ROUTE 41",0,5567771,410045
41-20573,2019DE-1BUSSA-Saturday-02,50189467,"ROUTE 41",0,5567771,410045
41-20573,2019DE-1BUSSA-Saturday-02,50189468,"ROUTE 41",0,5567771,410045
41-20573,2019DE-1BUSSA-Saturday-02,50189469,"ROUTE 41",0,5567771,410045
41-20573,2019DE-1BUSSA-Saturday-02,50189470,"ROUTE 41",0,5567771,410045
28-20573,2019DE-1BUSSA-Saturday-02,50189471,"DEER RUN",0,5567828,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189472,"DEER RUN",0,5567684,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189473,"DEER RUN",0,5567828,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189474,"DEER RUN",0,5567684,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189475,"DEER RUN",0,5567828,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189476,"DEER RUN",0,5567684,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189477,"DEER RUN",0,5567828,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189478,"DEER RUN",0,5567684,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189479,"DEER RUN",0,5567828,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189480,"DEER RUN",0,5567684,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189481,"DEER RUN",0,5567828,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189482,"DEER RUN",0,5567684,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189483,"DEER RUN",0,5567828,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189484,"DEER RUN",0,5567684,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189485,"DEER RUN",0,5567684,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189486,"DEER RUN",0,5567684,280014
83-20573,2019DE-1BUSSA-Saturday-02,50189487,"PARKLAND",0,5567828,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189488,"PARKLAND",0,5567684,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189489,"PARKLAND",0,5567828,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189490,"PARKLAND",0,5567684,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189491,"PARKLAND",0,5567828,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189492,"PARKLAND",0,5567684,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189493,"PARKLAND",0,5567828,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189494,"PARKLAND",0,5567684,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189495,"PARKLAND",0,5567828,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189496,"PARKLAND",0,5567684,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189497,"PARKLAND",0,5567828,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189498,"PARKLAND",0,5567684,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189499,"PARKLAND",0,5567684,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189500,"PARKLAND",0,5567684,830012
4-20573,2019DE-1BUSSA-Saturday-02,50189501,"HUNTINGTON",0,5567772,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189502,"HUNTINGTON",0,5567773,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189503,"HUNTINGTON",0,5567772,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189504,"HUNTINGTON",0,5567773,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189505,"HUNTINGTON",0,5567772,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189506,"HUNTINGTON",0,5567773,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189507,"HUNTINGTON",0,5567772,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189508,"HUNTINGTON",0,5567773,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189509,"HUNTINGTON",0,5567772,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189510,"HUNTINGTON",0,5567773,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189511,"HUNTINGTON",0,5567772,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189512,"HUNTINGTON",0,5567772,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189513,"HUNTINGTON",0,5567773,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189514,"HUNTINGTON",0,5567773,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189515,"HUNTINGTON",0,5567772,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189516,"HUNTINGTON",0,5567773,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189517,"HUNTINGTON",0,5567772,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189518,"HUNTINGTON",0,5567773,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189519,"HUNTINGTON",0,5567772,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189520,"HUNTINGTON",0,5567773,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189521,"HUNTINGTON",0,5567772,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189522,"HUNTINGTON",0,5567773,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189523,"HUNTINGTON",0,5567772,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189524,"HUNTINGTON",0,5567773,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189525,"HUNTINGTON",0,5567772,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189526,"HUNTINGTON",0,5567773,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189527,"HUNTINGTON",0,5567772,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189528,"HUNTINGTON",0,5567773,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189529,"HUNTINGTON",0,5567772,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189530,"HUNTINGTON",0,5567773,40066
4-20573,2019DE-1BUSSA-Saturday-02,50189531,"HUNTINGTON",0,5567772,40066
5-20573,2019DE-1BUSSA-Saturday-02,50189532,"NORTH HAVEN",1,5567774,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189533,"NORTH HAVEN",1,5567775,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189534,"NORTH HAVEN",1,5567774,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189535,"NORTH HAVEN",1,5567775,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189536,"NORTH HAVEN",1,5567774,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189537,"NORTH HAVEN",1,5567775,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189538,"NORTH HAVEN",1,5567774,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189539,"NORTH HAVEN",1,5567775,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189540,"NORTH HAVEN",1,5567774,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189541,"NORTH HAVEN",1,5567775,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189542,"NORTH HAVEN",1,5567774,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189543,"NORTH HAVEN",1,5567775,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189544,"NORTH HAVEN",1,5567774,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189545,"NORTH HAVEN",1,5567775,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189546,"NORTH HAVEN",1,5567774,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189547,"NORTH HAVEN",1,5567775,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189548,"NORTH HAVEN",1,5567774,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189549,"NORTH HAVEN",1,5567775,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189550,"NORTH HAVEN",1,5567774,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189551,"NORTH HAVEN",1,5567775,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189552,"NORTH HAVEN",1,5567774,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189553,"NORTH HAVEN",1,5567775,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189554,"NORTH HAVEN",1,5567774,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189555,"NORTH HAVEN",1,5567775,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189556,"NORTH HAVEN",1,5567774,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189557,"NORTH HAVEN",1,5567775,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189558,"NORTH HAVEN",1,5567774,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189559,"NORTH HAVEN",1,5567775,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189560,"NORTH HAVEN",1,5567774,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189561,"NORTH HAVEN",1,5567775,50036
5-20573,2019DE-1BUSSA-Saturday-02,50189562,"NORTH HAVEN",1,5567774,50036
41-20573,2019DE-1BUSSA-Saturday-02,50189563,"ROUTE 41",0,5567771,410045
41-20573,2019DE-1BUSSA-Saturday-02,50189564,"ROUTE 41",0,5567771,410045
41-20573,2019DE-1BUSSA-Saturday-02,50189565,"ROUTE 41",0,5567771,410044
41-20573,2019DE-1BUSSA-Saturday-02,50189566,"ROUTE 41",0,5567771,410045
36-20573,2019DE-1BUSSA-Saturday-02,50189567,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189568,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189569,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189570,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189571,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189572,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189573,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189574,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189575,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189576,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189577,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189578,"RIVERBEND",0,5567770,360030
46-20573,2019DE-1BUSSA-Saturday-02,50189579,"BEDDINGTON",0,5567677,460015
46-20573,2019DE-1BUSSA-Saturday-02,50189580,"BEDDINGTON",0,5567677,460015
46-20573,2019DE-1BUSSA-Saturday-02,50189581,"BEDDINGTON",0,5567677,460015
46-20573,2019DE-1BUSSA-Saturday-02,50189582,"BEDDINGTON",0,5567677,460015
46-20573,2019DE-1BUSSA-Saturday-02,50189583,"BEDDINGTON",0,5567677,460015
40-20573,2019DE-1BUSSA-Saturday-02,50189584,"NORTH HILL",0,5567776,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189585,"NORTH HILL",0,5567819,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189586,"NORTH HILL",0,5567818,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189587,"NORTH HILL",0,5567776,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189588,"NORTH HILL",0,5567819,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189589,"NORTH HILL",0,5567818,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189590,"NORTH HILL",0,5567776,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189591,"NORTH HILL",0,5567819,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189592,"NORTH HILL",0,5567818,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189593,"NORTH HILL",0,5567776,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189594,"NORTH HILL",0,5567819,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189595,"NORTH HILL",0,5567818,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189596,"NORTH HILL",0,5567776,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189597,"NORTH HILL",0,5567819,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189598,"NORTH HILL",0,5567818,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189599,"NORTH HILL",0,5567776,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189600,"NORTH HILL",0,5567819,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189601,"NORTH HILL",0,5567818,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189602,"NORTH HILL",0,5567776,400032
40-20573,2019DE-1BUSSA-Saturday-02,50189603,"CROWFOOT",1,5567819,400033
36-20573,2019DE-1BUSSA-Saturday-02,50189604,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189605,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189606,"RIVERBEND",0,5567770,360030
36-20573,2019DE-1BUSSA-Saturday-02,50189607,"RIVERBEND",0,5567770,360030
46-20573,2019DE-1BUSSA-Saturday-02,50189608,"BEDDINGTON",0,5567677,460015
118-20573,2019DE-1BUSSA-Saturday-02,50189609,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189610,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189611,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189612,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189613,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189614,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189615,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189616,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189617,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189618,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189619,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189620,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189621,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189622,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189623,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189624,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189625,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189626,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189627,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189628,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189629,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189630,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189631,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189632,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189633,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189634,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189635,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189636,"HIDDEN VALLEY",0,5567787,1180016
118-20573,2019DE-1BUSSA-Saturday-02,50189637,"HIDDEN VALLEY",0,5567787,1180016
28-20573,2019DE-1BUSSA-Saturday-02,50189638,"DEER RUN",0,5567684,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189639,"DEER RUN",0,5567684,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189640,"DEER RUN",0,5567684,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189641,"DEER RUN",0,5567828,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189642,"DEER RUN",0,5567828,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189643,"DEER RUN",0,5567828,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189644,"DEER RUN",0,5567684,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189645,"DEER RUN",0,5567828,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189646,"DEER RUN",0,5567684,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189647,"DEER RUN",0,5567828,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189648,"DEER RUN",0,5567684,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189649,"DEER RUN",0,5567828,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189650,"DEER RUN",0,5567684,280014
83-20573,2019DE-1BUSSA-Saturday-02,50189651,"PARKLAND",0,5567828,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189652,"PARKLAND",0,5567828,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189653,"PARKLAND",0,5567684,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189654,"PARKLAND",0,5567828,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189655,"PARKLAND",0,5567684,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189656,"PARKLAND",0,5567828,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189657,"PARKLAND",0,5567684,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189658,"PARKLAND",0,5567828,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189659,"PARKLAND",0,5567684,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189660,"PARKLAND",0,5567828,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189661,"PARKLAND",0,5567684,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189662,"PARKLAND",0,5567828,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189663,"PARKLAND",0,5567684,830012
414-20573,2019DE-1BUSSA-Saturday-02,50189664,"14 ST CROSSTOWN",0,5567682,4140024
414-20573,2019DE-1BUSSA-Saturday-02,50189665,"14 ST CROSSTOWN",0,5567682,4140024
414-20573,2019DE-1BUSSA-Saturday-02,50189666,"14 ST CROSSTOWN",0,5567682,4140024
414-20573,2019DE-1BUSSA-Saturday-02,50189667,"14 ST CROSSTOWN",0,5567682,4140024
414-20573,2019DE-1BUSSA-Saturday-02,50189668,"14 ST CROSSTOWN",0,5567682,4140024
414-20573,2019DE-1BUSSA-Saturday-02,50189669,"14 ST CROSSTOWN",0,5567682,4140024
414-20573,2019DE-1BUSSA-Saturday-02,50189670,"14 ST CROSSTOWN",0,5567682,4140024
414-20573,2019DE-1BUSSA-Saturday-02,50189671,"14 ST CROSSTOWN",0,5567682,4140024
414-20573,2019DE-1BUSSA-Saturday-02,50189672,"14 ST CROSSTOWN",0,5567682,4140024
414-20573,2019DE-1BUSSA-Saturday-02,50189673,"14 ST CROSSTOWN",0,5567682,4140024
414-20573,2019DE-1BUSSA-Saturday-02,50189674,"14 ST CROSSTOWN",1,5567682,4140026
414-20573,2019DE-1BUSSA-Saturday-02,50189675,"14 ST CROSSTOWN",0,5567682,4140024
83-20573,2019DE-1BUSSA-Saturday-02,50189676,"PARKLAND",0,5567684,830012
83-20573,2019DE-1BUSSA-Saturday-02,50189677,"PARKLAND",0,5567684,830012
28-20573,2019DE-1BUSSA-Saturday-02,50189678,"DEER RUN",0,5567684,280014
28-20573,2019DE-1BUSSA-Saturday-02,50189679,"DEER RUN",0,5567828,280014
12-20573,2019DE-1BUSSA-Saturday-02,50189680,"SOUTHWEST LOOP",1,5567779,120044
12-20573,2019DE-1BUSSA-Saturday-02,50189681,"SOUTHWEST LOOP",1,5567779,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189682,"SOUTHWEST LOOP",1,5567779,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189683,"SOUTHWEST LOOP",1,5567778,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189684,"SOUTHWEST LOOP",1,5567778,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189685,"SOUTHWEST LOOP",1,5567778,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189686,"SOUTHWEST LOOP",1,5567778,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189687,"SOUTHWEST LOOP",1,5567778,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189688,"SOUTHWEST LOOP",1,5567779,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189689,"SOUTHWEST LOOP",1,5567779,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189690,"SOUTHWEST LOOP",1,5567778,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189691,"SOUTHWEST LOOP",1,5567778,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189692,"SOUTHWEST LOOP",1,5567779,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189693,"SOUTHWEST LOOP",1,5567779,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189694,"SOUTHWEST LOOP",1,5567778,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189695,"SOUTHWEST LOOP",1,5567778,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189696,"SOUTHWEST LOOP",1,5567778,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189697,"SOUTHWEST LOOP",1,5567778,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189698,"SOUTHWEST LOOP",1,5567778,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189699,"SOUTHWEST LOOP",1,5567778,120039
15-20573,2019DE-1BUSSA-Saturday-02,50189700,"MILLRISE",0,5567780,150040
11-20573,2019DE-1BUSSA-Saturday-02,50189701,"SOUTHWEST LOOP",0,5567777,110030
11-20573,2019DE-1BUSSA-Saturday-02,50189702,"SOUTHWEST LOOP",0,5567777,110030
11-20573,2019DE-1BUSSA-Saturday-02,50189703,"SOUTHWEST LOOP",0,5567777,110030
11-20573,2019DE-1BUSSA-Saturday-02,50189704,"SOUTHWEST LOOP",0,5567777,110030
11-20573,2019DE-1BUSSA-Saturday-02,50189705,"SOUTHWEST LOOP",0,5567777,110030
11-20573,2019DE-1BUSSA-Saturday-02,50189706,"SOUTHWEST LOOP",0,5567777,110030
11-20573,2019DE-1BUSSA-Saturday-02,50189707,"SOUTHWEST LOOP",0,5567777,110030
11-20573,2019DE-1BUSSA-Saturday-02,50189708,"SOUTHWEST LOOP",0,5567777,110030
11-20573,2019DE-1BUSSA-Saturday-02,50189709,"SOUTHWEST LOOP",0,5567777,110030
11-20573,2019DE-1BUSSA-Saturday-02,50189710,"SOUTHWEST LOOP",0,5567777,110030
11-20573,2019DE-1BUSSA-Saturday-02,50189711,"SOUTHWEST LOOP",0,5567777,110030
11-20573,2019DE-1BUSSA-Saturday-02,50189712,"SOUTHWEST LOOP",0,5567777,110030
11-20573,2019DE-1BUSSA-Saturday-02,50189713,"SOUTHWEST LOOP",0,5567777,110030
11-20573,2019DE-1BUSSA-Saturday-02,50189714,"SOUTHWEST LOOP",0,5567777,110030
12-20573,2019DE-1BUSSA-Saturday-02,50189715,"SOUTHWEST LOOP",1,5567779,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189716,"SOUTHWEST LOOP",1,5567779,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189717,"SOUTHWEST LOOP",1,5567779,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189718,"SOUTHWEST LOOP",1,5567779,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189719,"SOUTHWEST LOOP",1,5567779,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189720,"SOUTHWEST LOOP",1,5567778,120044
12-20573,2019DE-1BUSSA-Saturday-02,50189721,"SOUTHWEST LOOP",1,5567778,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189722,"SOUTHWEST LOOP",1,5567778,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189723,"SOUTHWEST LOOP",1,5567778,120039
12-20573,2019DE-1BUSSA-Saturday-02,50189724,"SOUTHWEST LOOP",1,5567778,120039
74-20573,2019DE-1BUSSA-Saturday-02,50189725,"TUSCANY",1,5567781,740010
74-20573,2019DE-1BUSSA-Saturday-02,50189726,"TUSCANY",1,5567781,740010
74-20573,2019DE-1BUSSA-Saturday-02,50189727,"TUSCANY",1,5567781,740010
74-20573,2019DE-1BUSSA-Saturday-02,50189728,"TUSCANY",1,5567781,740010
74-20573,2019DE-1BUSSA-Saturday-02,50189729,"TUSCANY",1,5567781,740010
74-20573,2019DE-1BUSSA-Saturday-02,50189730,"TUSCANY",1,5567781,740010
74-20573,2019DE-1BUSSA-Saturday-02,50189731,"TUSCANY",1,5567781,740010
74-20573,2019DE-1BUSSA-Saturday-02,50189732,"TUSCANY",1,5567781,740010
74-20573,2019DE-1BUSSA-Saturday-02,50189733,"TUSCANY",1,5567781,740010
74-20573,2019DE-1BUSSA-Saturday-02,50189734,"TUSCANY",1,5567781,740010
74-20573,2019DE-1BUSSA-Saturday-02,50189735,"TUSCANY",1,5567781,740010
74-20573,2019DE-1BUSSA-Saturday-02,50189736,"TUSCANY",1,5567781,740010
74-20573,2019DE-1BUSSA-Saturday-02,50189737,"TUSCANY",1,5567781,740010
74-20573,2019DE-1BUSSA-Saturday-02,50189738,"TUSCANY",1,5567781,740010
